date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,month,quarter,is_weekend,cpu_usage_lag1,cpu_usage_lag3,cpu_usage_lag7,rolling_mean_7,rolling_max_7,rolling_min_7,rolling_mean_30,rolling_max_30,rolling_min_30,cpu_utilization
2023-01-13,West US,Container,78,1743,268,94.56,1.01,0,4,1,1,0,50.0,71.0,96.0,66.14285714285714,88.0,50.0,74.7,97.0,50.0,0.7878787878787878
2023-01-14,Southeast Asia,Container,99,534,414,88.49,1.04,1,5,1,1,1,78.0,88.0,59.0,71.85714285714286,99.0,50.0,74.76666666666667,99.0,50.0,1.0
2023-01-14,Southeast Asia,Storage,80,1825,452,88.49,1.04,1,5,1,1,1,99.0,50.0,65.0,74.0,99.0,50.0,74.26666666666667,99.0,50.0,0.8080808080808081
2023-01-14,Southeast Asia,VM,93,784,211,88.49,1.04,1,5,1,1,1,80.0,78.0,52.0,79.85714285714286,99.0,50.0,75.06666666666666,99.0,50.0,0.9393939393939394
2023-01-14,North Europe,Container,82,1691,242,88.49,1.04,1,5,1,1,1,93.0,99.0,71.0,81.42857142857143,99.0,50.0,75.93333333333334,99.0,50.0,0.8282828282828283
2023-01-14,North Europe,Storage,92,1791,264,88.49,1.04,1,5,1,1,1,82.0,80.0,88.0,82.0,99.0,50.0,76.5,99.0,50.0,0.9292929292929293
2023-01-14,North Europe,VM,82,1456,378,88.49,1.04,1,5,1,1,1,92.0,93.0,50.0,86.57142857142857,99.0,78.0,77.2,99.0,50.0,0.8282828282828283
2023-01-14,West US,Container,61,1189,362,88.49,1.04,1,5,1,1,1,82.0,82.0,78.0,84.14285714285714,99.0,61.0,76.96666666666667,99.0,50.0,0.6161616161616161
2023-01-14,West US,VM,51,996,359,88.49,1.04,1,5,1,1,1,61.0,92.0,99.0,77.28571428571429,93.0,51.0,75.43333333333334,99.0,50.0,0.5151515151515151
2023-01-14,East US,Container,65,1291,446,88.49,1.04,1,5,1,1,1,51.0,82.0,80.0,75.14285714285714,93.0,51.0,75.93333333333334,99.0,50.0,0.6565656565656566
2023-01-14,East US,Storage,81,1268,203,88.49,1.04,1,5,1,1,1,65.0,61.0,93.0,73.42857142857143,92.0,51.0,76.7,99.0,50.0,0.8181818181818182
2023-01-14,East US,VM,80,1261,346,88.49,1.04,1,5,1,1,1,81.0,51.0,82.0,73.14285714285714,92.0,51.0,76.86666666666666,99.0,50.0,0.8080808080808081
2023-01-14,West US,Storage,76,1351,351,88.49,1.04,1,5,1,1,1,80.0,65.0,92.0,70.85714285714286,82.0,51.0,76.36666666666666,99.0,50.0,0.7676767676767676
2023-01-15,North Europe,Container,67,1508,295,93.99,0.97,1,6,1,1,1,76.0,81.0,82.0,68.71428571428571,81.0,51.0,75.5,99.0,50.0,0.6767676767676768
2023-01-15,Southeast Asia,Container,98,778,416,93.99,0.97,1,6,1,1,1,67.0,80.0,61.0,74.0,98.0,51.0,75.96666666666667,99.0,50.0,0.98989898989899
2023-01-15,Southeast Asia,Storage,81,536,467,93.99,0.97,1,6,1,1,1,98.0,76.0,51.0,78.28571428571429,98.0,65.0,76.9,99.0,50.0,0.8181818181818182
2023-01-15,Southeast Asia,VM,73,1162,389,93.99,0.97,1,6,1,1,1,81.0,67.0,65.0,79.42857142857143,98.0,67.0,77.26666666666667,99.0,50.0,0.7373737373737373
2023-01-15,North Europe,Storage,84,1622,235,93.99,0.97,1,6,1,1,1,73.0,98.0,81.0,79.85714285714286,98.0,67.0,77.33333333333333,99.0,50.0,0.8484848484848485
2023-01-15,North Europe,VM,85,1917,391,93.99,0.97,1,6,1,1,1,84.0,81.0,80.0,80.57142857142857,98.0,67.0,77.1,99.0,50.0,0.8585858585858586
2023-01-15,West US,Storage,94,1598,416,93.99,0.97,1,6,1,1,1,85.0,73.0,76.0,83.14285714285714,98.0,67.0,77.6,99.0,50.0,0.9494949494949495
2023-01-15,West US,VM,56,1719,313,93.99,0.97,1,6,1,1,1,94.0,84.0,67.0,81.57142857142857,98.0,56.0,76.63333333333334,99.0,50.0,0.5656565656565656
2023-01-15,East US,Container,83,614,304,93.99,0.97,1,6,1,1,1,56.0,85.0,98.0,79.42857142857143,94.0,56.0,77.23333333333333,99.0,50.0,0.8383838383838383
2023-01-15,East US,Storage,78,1469,289,93.99,0.97,1,6,1,1,1,83.0,94.0,81.0,79.0,94.0,56.0,76.66666666666667,99.0,50.0,0.7878787878787878
2023-01-15,East US,VM,66,589,463,93.99,0.97,1,6,1,1,1,78.0,56.0,73.0,78.0,94.0,56.0,75.66666666666667,99.0,50.0,0.6666666666666666
2023-01-15,West US,Container,70,1520,448,93.99,0.97,1,6,1,1,1,66.0,83.0,84.0,76.0,94.0,56.0,76.03333333333333,99.0,50.0,0.7070707070707071
2023-01-16,Southeast Asia,Container,91,1709,422,93.98,1.19,0,0,1,1,0,70.0,78.0,85.0,76.85714285714286,94.0,56.0,76.9,99.0,50.0,0.9191919191919192
2023-01-16,Southeast Asia,Storage,88,608,380,93.98,1.19,0,0,1,1,0,91.0,66.0,94.0,76.0,91.0,56.0,78.1,99.0,50.0,0.8888888888888888
2023-01-16,North Europe,Container,54,1622,224,93.98,1.19,0,0,1,1,0,88.0,70.0,56.0,75.71428571428571,91.0,54.0,77.53333333333333,99.0,50.0,0.5454545454545454
2023-01-16,North Europe,Storage,68,1890,343,93.98,1.19,0,0,1,1,0,54.0,91.0,83.0,73.57142857142857,91.0,54.0,76.86666666666666,99.0,50.0,0.6868686868686869
2023-01-16,North Europe,VM,56,1217,422,93.98,1.19,0,0,1,1,0,68.0,88.0,78.0,70.42857142857143,91.0,54.0,77.06666666666666,99.0,51.0,0.5656565656565656
2023-01-16,Southeast Asia,VM,70,1674,343,93.98,1.19,0,0,1,1,0,56.0,54.0,66.0,71.0,91.0,54.0,76.8,99.0,51.0,0.7070707070707071
2023-01-16,West US,Storage,61,944,432,93.98,1.19,0,0,1,1,0,70.0,68.0,70.0,69.71428571428571,91.0,54.0,75.53333333333333,98.0,51.0,0.6161616161616161
2023-01-16,West US,VM,68,676,299,93.98,1.19,0,0,1,1,0,61.0,56.0,91.0,66.42857142857143,88.0,54.0,75.13333333333334,98.0,51.0,0.6868686868686869
2023-01-16,East US,Container,97,1228,386,93.98,1.19,0,0,1,1,0,68.0,70.0,88.0,67.71428571428571,97.0,54.0,75.26666666666667,98.0,51.0,0.9797979797979798
2023-01-16,East US,Storage,66,561,283,93.98,1.19,0,0,1,1,0,97.0,61.0,54.0,69.42857142857143,97.0,56.0,74.73333333333333,98.0,51.0,0.6666666666666666
2023-01-16,East US,VM,84,1372,485,93.98,1.19,0,0,1,1,0,66.0,68.0,68.0,71.71428571428571,97.0,56.0,74.46666666666667,98.0,51.0,0.8484848484848485
2023-01-16,West US,Container,68,575,464,93.98,1.19,0,0,1,1,0,84.0,97.0,56.0,73.42857142857143,97.0,61.0,74.0,98.0,51.0,0.6868686868686869
2023-01-17,Southeast Asia,Container,80,944,381,99.87,0.89,0,1,1,1,0,68.0,66.0,70.0,74.85714285714286,97.0,61.0,74.63333333333334,98.0,51.0,0.8080808080808081
2023-01-17,Southeast Asia,Storage,85,1593,451,99.87,0.89,0,1,1,1,0,80.0,84.0,61.0,78.28571428571429,97.0,66.0,75.76666666666667,98.0,54.0,0.8585858585858586
2023-01-17,Southeast Asia,VM,56,716,331,99.87,0.89,0,1,1,1,0,85.0,68.0,68.0,76.57142857142857,97.0,56.0,75.46666666666667,98.0,54.0,0.5656565656565656
2023-01-17,North Europe,Container,97,1888,344,99.87,0.89,0,1,1,1,0,56.0,80.0,97.0,76.57142857142857,97.0,56.0,76.0,98.0,54.0,0.9797979797979798
2023-01-17,North Europe,Storage,87,838,335,99.87,0.89,0,1,1,1,0,97.0,85.0,66.0,79.57142857142857,97.0,56.0,76.23333333333333,98.0,54.0,0.8787878787878788
2023-01-17,North Europe,VM,51,528,364,99.87,0.89,0,1,1,1,0,87.0,56.0,84.0,74.85714285714286,97.0,51.0,75.4,98.0,51.0,0.5151515151515151
2023-01-17,West US,VM,59,1453,452,99.87,0.89,0,1,1,1,0,51.0,97.0,68.0,73.57142857142857,97.0,51.0,75.13333333333334,98.0,51.0,0.5959595959595959
2023-01-17,West US,Storage,87,1697,340,99.87,0.89,0,1,1,1,0,59.0,87.0,80.0,74.57142857142857,97.0,51.0,74.76666666666667,97.0,51.0,0.8787878787878788
2023-01-17,East US,Container,96,1087,208,99.87,0.89,0,1,1,1,0,87.0,51.0,85.0,76.14285714285714,97.0,51.0,75.26666666666667,97.0,51.0,0.9696969696969697
2023-01-17,East US,Storage,78,734,345,99.87,0.89,0,1,1,1,0,96.0,59.0,56.0,79.28571428571429,97.0,51.0,75.43333333333334,97.0,51.0,0.7878787878787878
2023-01-17,East US,VM,54,1686,414,99.87,0.89,0,1,1,1,0,78.0,87.0,97.0,73.14285714285714,96.0,51.0,74.43333333333334,97.0,51.0,0.5454545454545454
2023-01-17,West US,Container,89,669,482,99.87,0.89,0,1,1,1,0,54.0,96.0,87.0,73.42857142857143,96.0,51.0,74.56666666666666,97.0,51.0,0.898989898989899
2023-01-18,North Europe,Container,94,1171,372,108.23,0.88,0,2,1,1,0,89.0,78.0,51.0,79.57142857142857,96.0,54.0,74.56666666666666,97.0,51.0,0.9494949494949495
2023-01-18,Southeast Asia,VM,96,1672,279,108.23,0.88,0,2,1,1,0,94.0,54.0,59.0,84.85714285714286,96.0,54.0,75.9,97.0,51.0,0.9696969696969697
2023-01-18,North Europe,Storage,55,557,243,108.23,0.88,0,2,1,1,0,96.0,89.0,87.0,80.28571428571429,96.0,54.0,74.96666666666667,97.0,51.0,0.5555555555555556
2023-01-18,Southeast Asia,Container,86,1750,346,108.23,0.88,0,2,1,1,0,55.0,94.0,96.0,78.85714285714286,96.0,54.0,75.23333333333333,97.0,51.0,0.8686868686868687
2023-01-18,Southeast Asia,Storage,70,702,451,108.23,0.88,0,2,1,1,0,86.0,96.0,78.0,77.71428571428571,96.0,54.0,75.36666666666666,97.0,51.0,0.7070707070707071
2023-01-18,North Europe,VM,98,1932,316,108.23,0.88,0,2,1,1,0,70.0,55.0,54.0,84.0,98.0,55.0,76.3,98.0,51.0,0.98989898989899
2023-01-18,East US,VM,88,590,401,108.23,0.88,0,2,1,1,0,98.0,86.0,89.0,83.85714285714286,98.0,55.0,76.2,98.0,51.0,0.8888888888888888
2023-01-18,West US,Storage,69,975,200,108.23,0.88,0,2,1,1,0,88.0,70.0,94.0,80.28571428571429,98.0,55.0,75.56666666666666,98.0,51.0,0.696969696969697
2023-01-18,West US,VM,99,1743,325,108.23,0.88,0,2,1,1,0,69.0,98.0,96.0,80.71428571428571,99.0,55.0,77.06666666666666,99.0,51.0,1.0
2023-01-18,East US,Container,52,672,340,108.23,0.88,0,2,1,1,0,99.0,88.0,55.0,80.28571428571429,99.0,52.0,76.53333333333333,99.0,51.0,0.5252525252525253
2023-01-18,East US,Storage,75,538,325,108.23,0.88,0,2,1,1,0,52.0,69.0,86.0,78.71428571428571,99.0,52.0,77.16666666666667,99.0,51.0,0.7575757575757576
2023-01-18,West US,Container,52,847,389,108.23,0.88,0,2,1,1,0,75.0,99.0,70.0,76.14285714285714,99.0,52.0,76.56666666666666,99.0,51.0,0.5252525252525253
2023-01-19,Southeast Asia,Container,62,1231,439,102.09,0.8,0,3,1,1,0,52.0,52.0,98.0,71.0,99.0,52.0,76.6,99.0,51.0,0.6262626262626263
2023-01-19,Southeast Asia,Storage,58,1428,411,102.09,0.8,0,3,1,1,0,62.0,75.0,88.0,66.71428571428571,99.0,52.0,76.26666666666667,99.0,51.0,0.5858585858585859
2023-01-19,Southeast Asia,VM,85,1001,344,102.09,0.8,0,3,1,1,0,58.0,52.0,69.0,69.0,99.0,52.0,75.86666666666666,99.0,51.0,0.8585858585858586
2023-01-19,North Europe,Container,77,1231,240,102.09,0.8,0,3,1,1,0,85.0,62.0,99.0,65.85714285714286,85.0,52.0,76.23333333333333,99.0,51.0,0.7777777777777778
2023-01-19,North Europe,Storage,75,1197,377,102.09,0.8,0,3,1,1,0,77.0,58.0,52.0,69.14285714285714,85.0,52.0,75.93333333333334,99.0,51.0,0.7575757575757576
2023-01-19,North Europe,VM,57,1645,363,102.09,0.8,0,3,1,1,0,75.0,85.0,75.0,66.57142857142857,85.0,52.0,75.56666666666666,99.0,51.0,0.5757575757575758
2023-01-19,West US,Storage,59,1235,471,102.09,0.8,0,3,1,1,0,57.0,77.0,52.0,67.57142857142857,85.0,57.0,74.86666666666666,99.0,51.0,0.5959595959595959
2023-01-19,West US,VM,52,1155,211,102.09,0.8,0,3,1,1,0,59.0,75.0,62.0,66.14285714285714,85.0,52.0,73.76666666666667,99.0,51.0,0.5252525252525253
2023-01-19,East US,Container,64,1938,200,102.09,0.8,0,3,1,1,0,52.0,57.0,58.0,67.0,85.0,52.0,74.03333333333333,99.0,51.0,0.6464646464646465
2023-01-19,East US,Storage,90,1828,213,102.09,0.8,0,3,1,1,0,64.0,59.0,85.0,67.71428571428571,90.0,52.0,73.8,99.0,51.0,0.9090909090909091
2023-01-19,East US,VM,69,1964,246,102.09,0.8,0,3,1,1,0,90.0,52.0,77.0,66.57142857142857,90.0,52.0,73.2,99.0,51.0,0.696969696969697
2023-01-19,West US,Container,57,857,355,102.09,0.8,0,3,1,1,0,69.0,64.0,75.0,64.0,90.0,52.0,73.4,99.0,52.0,0.5757575757575758
2023-01-20,North Europe,Storage,98,1352,481,86.72,1.02,0,4,1,1,0,57.0,90.0,57.0,69.85714285714286,98.0,52.0,74.7,99.0,52.0,0.98989898989899
2023-01-20,Southeast Asia,Container,77,1208,332,86.72,1.02,0,4,1,1,0,98.0,69.0,59.0,72.42857142857143,98.0,52.0,74.36666666666666,99.0,52.0,0.7777777777777778
2023-01-20,Southeast Asia,Storage,90,1622,205,86.72,1.02,0,4,1,1,0,77.0,57.0,52.0,77.85714285714286,98.0,57.0,74.16666666666667,99.0,52.0,0.9090909090909091
2023-01-20,Southeast Asia,VM,98,1984,297,86.72,1.02,0,4,1,1,0,90.0,98.0,64.0,82.71428571428571,98.0,57.0,74.83333333333333,99.0,52.0,0.98989898989899
2023-01-20,North Europe,Container,74,1326,482,86.72,1.02,0,4,1,1,0,98.0,77.0,90.0,80.42857142857143,98.0,57.0,75.5,99.0,52.0,0.7474747474747475
2023-01-20,North Europe,VM,67,723,438,86.72,1.02,0,4,1,1,0,74.0,90.0,69.0,80.14285714285714,98.0,57.0,74.76666666666667,99.0,52.0,0.6767676767676768
2023-01-20,East US,VM,78,1408,245,86.72,1.02,0,4,1,1,0,67.0,98.0,57.0,83.14285714285714,98.0,67.0,74.23333333333333,99.0,52.0,0.7878787878787878
2023-01-20,West US,Storage,94,1528,318,86.72,1.02,0,4,1,1,0,78.0,74.0,98.0,82.57142857142857,98.0,67.0,74.16666666666667,99.0,52.0,0.9494949494949495
2023-01-20,West US,VM,79,1765,450,86.72,1.02,0,4,1,1,0,94.0,67.0,77.0,82.85714285714286,98.0,67.0,74.96666666666667,99.0,52.0,0.797979797979798
2023-01-20,East US,Container,54,949,209,86.72,1.02,0,4,1,1,0,79.0,78.0,90.0,77.71428571428571,98.0,54.0,73.9,99.0,52.0,0.5454545454545454
2023-01-20,East US,Storage,84,1776,281,86.72,1.02,0,4,1,1,0,54.0,94.0,98.0,75.71428571428571,94.0,54.0,74.36666666666666,99.0,52.0,0.8484848484848485
2023-01-20,West US,Container,82,873,264,86.72,1.02,0,4,1,1,0,84.0,79.0,74.0,76.85714285714286,94.0,54.0,73.83333333333333,99.0,52.0,0.8282828282828283
2023-01-21,North Europe,Storage,57,653,449,107.38,1.02,1,5,1,1,1,82.0,54.0,67.0,75.42857142857143,94.0,54.0,72.8,99.0,52.0,0.5757575757575758
2023-01-21,Southeast Asia,Container,54,1489,421,107.38,1.02,1,5,1,1,1,57.0,84.0,78.0,72.0,94.0,54.0,72.3,99.0,52.0,0.5454545454545454
2023-01-21,Southeast Asia,Storage,50,1577,435,107.38,1.02,1,5,1,1,1,54.0,82.0,94.0,65.71428571428571,84.0,50.0,70.66666666666667,98.0,50.0,0.5050505050505051
2023-01-21,Southeast Asia,VM,52,1829,467,107.38,1.02,1,5,1,1,1,50.0,57.0,79.0,61.857142857142854,84.0,50.0,70.66666666666667,98.0,50.0,0.5252525252525253
2023-01-21,North Europe,Container,83,937,317,107.38,1.02,1,5,1,1,1,52.0,54.0,54.0,66.0,84.0,50.0,70.93333333333334,98.0,50.0,0.8383838383838383
2023-01-21,North Europe,VM,83,1871,294,107.38,1.02,1,5,1,1,1,83.0,50.0,84.0,65.85714285714286,83.0,50.0,71.96666666666667,98.0,50.0,0.8383838383838383
2023-01-21,East US,VM,87,1270,222,107.38,1.02,1,5,1,1,1,83.0,52.0,82.0,66.57142857142857,87.0,50.0,72.8,98.0,50.0,0.8787878787878788
2023-01-21,West US,Storage,94,1216,459,107.38,1.02,1,5,1,1,1,87.0,83.0,57.0,71.85714285714286,94.0,50.0,74.0,98.0,50.0,0.9494949494949495
2023-01-21,West US,VM,70,1601,200,107.38,1.02,1,5,1,1,1,94.0,83.0,54.0,74.14285714285714,94.0,50.0,73.5,98.0,50.0,0.7070707070707071
2023-01-21,East US,Container,59,582,344,107.38,1.02,1,5,1,1,1,70.0,87.0,50.0,75.42857142857143,94.0,52.0,72.9,98.0,50.0,0.5959595959595959
2023-01-21,East US,Storage,86,1176,401,107.38,1.02,1,5,1,1,1,59.0,94.0,52.0,80.28571428571429,94.0,59.0,73.26666666666667,98.0,50.0,0.8686868686868687
2023-01-21,West US,Container,50,1380,487,107.38,1.02,1,5,1,1,1,86.0,70.0,83.0,75.57142857142857,94.0,50.0,73.03333333333333,98.0,50.0,0.5050505050505051
2023-01-22,Southeast Asia,Container,69,1483,268,98.84,0.97,1,6,1,1,1,50.0,59.0,83.0,73.57142857142857,94.0,50.0,73.36666666666666,98.0,50.0,0.696969696969697
2023-01-22,Southeast Asia,Storage,66,1853,472,98.84,0.97,1,6,1,1,1,69.0,86.0,87.0,70.57142857142857,94.0,50.0,73.83333333333333,98.0,50.0,0.6666666666666666
2023-01-22,Southeast Asia,VM,78,1399,337,98.84,0.97,1,6,1,1,1,66.0,50.0,94.0,68.28571428571429,86.0,50.0,74.3,98.0,50.0,0.7878787878787878
2023-01-22,North Europe,Container,91,580,332,98.84,0.97,1,6,1,1,1,78.0,69.0,70.0,71.28571428571429,91.0,50.0,74.33333333333333,98.0,50.0,0.9191919191919192
2023-01-22,North Europe,Storage,87,1483,229,98.84,0.97,1,6,1,1,1,91.0,66.0,59.0,75.28571428571429,91.0,50.0,74.93333333333334,98.0,50.0,0.8787878787878788
2023-01-22,North Europe,VM,67,1297,448,98.84,0.97,1,6,1,1,1,87.0,78.0,86.0,72.57142857142857,91.0,50.0,75.26666666666667,98.0,50.0,0.6767676767676768
2023-01-22,West US,Storage,87,1263,425,98.84,0.97,1,6,1,1,1,67.0,91.0,50.0,77.85714285714286,91.0,66.0,74.9,98.0,50.0,0.8787878787878788
2023-01-22,West US,VM,60,934,302,98.84,0.97,1,6,1,1,1,87.0,87.0,69.0,76.57142857142857,91.0,60.0,74.33333333333333,98.0,50.0,0.6060606060606061
2023-01-22,East US,Container,86,1352,265,98.84,0.97,1,6,1,1,1,60.0,67.0,66.0,79.42857142857143,91.0,60.0,74.2,98.0,50.0,0.8686868686868687
2023-01-22,East US,Storage,96,1418,406,98.84,0.97,1,6,1,1,1,86.0,87.0,78.0,82.0,96.0,60.0,74.13333333333334,96.0,50.0,0.9696969696969697
2023-01-22,East US,VM,66,1123,454,98.84,0.97,1,6,1,1,1,96.0,60.0,91.0,78.42857142857143,96.0,60.0,73.86666666666666,96.0,50.0,0.6666666666666666
2023-01-22,West US,Container,87,1829,297,98.84,0.97,1,6,1,1,1,66.0,86.0,87.0,78.42857142857143,96.0,60.0,74.53333333333333,96.0,50.0,0.8787878787878788
2023-01-23,North Europe,Storage,76,592,359,85.21,0.93,0,0,1,1,0,87.0,96.0,67.0,79.71428571428571,96.0,60.0,74.46666666666667,96.0,50.0,0.7676767676767676
2023-01-23,Southeast Asia,Container,54,732,211,85.21,0.93,0,0,1,1,0,76.0,66.0,87.0,75.0,96.0,54.0,73.13333333333334,96.0,50.0,0.5454545454545454
2023-01-23,Southeast Asia,Storage,91,1033,200,85.21,0.93,0,0,1,1,0,54.0,87.0,60.0,79.42857142857143,96.0,54.0,73.53333333333333,96.0,50.0,0.9191919191919192
2023-01-23,Southeast Asia,VM,68,1528,291,85.21,0.93,0,0,1,1,0,91.0,76.0,86.0,76.85714285714286,96.0,54.0,74.0,96.0,50.0,0.6868686868686869
2023-01-23,North Europe,Container,99,560,321,85.21,0.93,0,0,1,1,0,68.0,54.0,96.0,77.28571428571429,99.0,54.0,74.5,99.0,50.0,1.0
2023-01-23,North Europe,VM,74,1718,394,85.21,0.93,0,0,1,1,0,99.0,91.0,66.0,78.42857142857143,99.0,54.0,74.23333333333333,99.0,50.0,0.7474747474747475
2023-01-23,East US,Container,60,610,448,85.21,0.93,0,0,1,1,0,74.0,68.0,87.0,74.57142857142857,99.0,54.0,74.33333333333333,99.0,50.0,0.6060606060606061
2023-01-23,West US,Storage,60,1897,207,85.21,0.93,0,0,1,1,0,60.0,99.0,76.0,72.28571428571429,99.0,54.0,74.53333333333333,99.0,50.0,0.6060606060606061
2023-01-23,East US,VM,83,552,404,85.21,0.93,0,0,1,1,0,60.0,74.0,54.0,76.42857142857143,99.0,60.0,75.63333333333334,99.0,50.0,0.8383838383838383
2023-01-23,East US,Storage,92,542,439,85.21,0.93,0,0,1,1,0,83.0,60.0,91.0,76.57142857142857,99.0,60.0,76.96666666666667,99.0,50.0,0.9292929292929293
2023-01-23,West US,Container,53,859,383,85.21,0.93,0,0,1,1,0,92.0,60.0,68.0,74.42857142857143,99.0,53.0,75.96666666666667,99.0,50.0,0.5353535353535354
2023-01-23,West US,VM,72,1706,294,85.21,0.93,0,0,1,1,0,53.0,83.0,99.0,70.57142857142857,92.0,53.0,75.6,99.0,50.0,0.7272727272727273
2023-01-24,Southeast Asia,Container,51,864,353,95.39,1.11,0,1,1,1,0,72.0,92.0,74.0,67.28571428571429,92.0,51.0,74.4,99.0,50.0,0.5151515151515151
2023-01-24,Southeast Asia,Storage,72,577,415,95.39,1.11,0,1,1,1,0,51.0,53.0,60.0,69.0,92.0,51.0,73.66666666666667,99.0,50.0,0.7272727272727273
2023-01-24,Southeast Asia,VM,71,1025,227,95.39,1.11,0,1,1,1,0,72.0,72.0,60.0,70.57142857142857,92.0,51.0,73.7,99.0,50.0,0.7171717171717171
2023-01-24,North Europe,Storage,98,1776,379,95.39,1.11,0,1,1,1,0,71.0,51.0,83.0,72.71428571428571,98.0,51.0,75.0,99.0,50.0,0.98989898989899
2023-01-24,North Europe,VM,85,1780,207,95.39,1.11,0,1,1,1,0,98.0,72.0,92.0,71.71428571428571,98.0,51.0,74.96666666666667,99.0,50.0,0.8585858585858586
2023-01-24,North Europe,Container,64,802,326,95.39,1.11,0,1,1,1,0,85.0,71.0,53.0,73.28571428571429,98.0,51.0,75.43333333333334,99.0,51.0,0.6464646464646465
2023-01-24,West US,Storage,96,1579,306,95.39,1.11,0,1,1,1,0,64.0,98.0,72.0,76.71428571428571,98.0,51.0,76.33333333333333,99.0,51.0,0.9696969696969697
2023-01-24,West US,VM,96,1644,413,95.39,1.11,0,1,1,1,0,96.0,85.0,51.0,83.14285714285714,98.0,64.0,77.33333333333333,99.0,51.0,0.9696969696969697
2023-01-24,East US,Container,94,1596,481,95.39,1.11,0,1,1,1,0,96.0,64.0,72.0,86.28571428571429,98.0,64.0,77.86666666666666,99.0,51.0,0.9494949494949495
2023-01-24,East US,Storage,98,1601,417,95.39,1.11,0,1,1,1,0,94.0,96.0,71.0,90.14285714285714,98.0,64.0,78.1,99.0,51.0,0.98989898989899
2023-01-24,East US,VM,75,1569,233,95.39,1.11,0,1,1,1,0,98.0,96.0,98.0,86.85714285714286,98.0,64.0,77.7,99.0,51.0,0.7575757575757576
2023-01-24,West US,Container,97,836,225,95.39,1.11,0,1,1,1,0,75.0,94.0,85.0,88.57142857142857,98.0,64.0,78.7,99.0,51.0,0.9797979797979798
2023-01-25,North Europe,Storage,93,1036,344,103.44,0.82,0,2,1,1,0,97.0,98.0,64.0,92.71428571428571,98.0,75.0,78.9,99.0,51.0,0.9393939393939394
2023-01-25,Southeast Asia,Container,96,727,310,103.44,0.82,0,2,1,1,0,93.0,75.0,96.0,92.71428571428571,98.0,75.0,80.1,99.0,51.0,0.9696969696969697
2023-01-25,Southeast Asia,Storage,90,608,345,103.44,0.82,0,2,1,1,0,96.0,97.0,96.0,91.85714285714286,98.0,75.0,80.23333333333333,99.0,51.0,0.9090909090909091
2023-01-25,Southeast Asia,VM,53,1917,266,103.44,0.82,0,2,1,1,0,90.0,93.0,94.0,86.0,98.0,53.0,78.8,99.0,51.0,0.5353535353535354
2023-01-25,North Europe,Container,62,1735,224,103.44,0.82,0,2,1,1,0,53.0,96.0,98.0,80.85714285714286,97.0,53.0,78.66666666666667,99.0,51.0,0.6262626262626263
2023-01-25,North Europe,VM,88,585,325,103.44,0.82,0,2,1,1,0,62.0,90.0,75.0,82.71428571428571,97.0,53.0,78.7,99.0,51.0,0.8888888888888888
2023-01-25,East US,Storage,52,1418,437,103.44,0.82,0,2,1,1,0,88.0,53.0,97.0,76.28571428571429,96.0,52.0,77.9,99.0,51.0,0.5252525252525253
2023-01-25,West US,Storage,74,984,227,103.44,0.82,0,2,1,1,0,52.0,62.0,93.0,73.57142857142857,96.0,52.0,78.56666666666666,99.0,51.0,0.7474747474747475
2023-01-25,West US,VM,84,1538,391,103.44,0.82,0,2,1,1,0,74.0,88.0,96.0,71.85714285714286,90.0,52.0,78.33333333333333,99.0,51.0,0.8484848484848485
2023-01-25,East US,Container,92,1797,493,103.44,0.82,0,2,1,1,0,84.0,52.0,90.0,72.14285714285714,92.0,52.0,79.13333333333334,99.0,51.0,0.9292929292929293
2023-01-25,East US,VM,63,1198,206,103.44,0.82,0,2,1,1,0,92.0,74.0,53.0,73.57142857142857,92.0,52.0,77.93333333333334,98.0,51.0,0.6363636363636364
2023-01-25,West US,Container,59,1562,472,103.44,0.82,0,2,1,1,0,63.0,84.0,62.0,73.14285714285714,92.0,52.0,77.43333333333334,98.0,51.0,0.5959595959595959
2023-01-26,North Europe,Storage,79,1342,294,103.24,0.96,0,3,1,1,0,59.0,92.0,88.0,71.85714285714286,92.0,52.0,78.06666666666666,98.0,51.0,0.797979797979798
2023-01-26,Southeast Asia,Container,73,1746,205,103.24,0.96,0,3,1,1,0,79.0,63.0,52.0,74.85714285714286,92.0,59.0,78.5,98.0,51.0,0.7373737373737373
2023-01-26,Southeast Asia,Storage,89,728,235,103.24,0.96,0,3,1,1,0,73.0,59.0,74.0,77.0,92.0,59.0,78.7,98.0,51.0,0.898989898989899
2023-01-26,Southeast Asia,VM,52,742,230,103.24,0.96,0,3,1,1,0,89.0,79.0,84.0,72.42857142857143,92.0,52.0,77.36666666666666,98.0,51.0,0.5252525252525253
2023-01-26,North Europe,VM,70,1123,203,103.24,0.96,0,3,1,1,0,52.0,73.0,92.0,69.28571428571429,89.0,52.0,77.93333333333334,98.0,51.0,0.7070707070707071
2023-01-26,North Europe,Container,73,1322,336,103.24,0.96,0,3,1,1,0,70.0,89.0,63.0,70.71428571428571,89.0,52.0,77.96666666666667,98.0,51.0,0.7373737373737373
2023-01-26,West US,Storage,83,1966,428,103.24,0.96,0,3,1,1,0,73.0,52.0,59.0,74.14285714285714,89.0,52.0,79.03333333333333,98.0,52.0,0.8383838383838383
